Polarization,Polarization_All,Churn_Rate,Revenue,Avg_Frustration,Active_Users,Mean_Trust,Ingroup_Trust,Outgroup_Trust,Trust_Segregation,Opinion_Clustering,Seed,Condition,Run
0.979537085246448,0.979537085246448,0.0,200.0,0.48,500.0,0.5403822937625755,0.9846794871794872,0.0529676511954993,18.59020486947996,0.0908003875076682,54,M4_full_no_decay,12
0.9829581399886708,0.9829581399886708,0.0,200.0,0.578,500.0,0.5,0.5,0.5,1.0,0.0804063152027331,55,M0_bridge_intercept,13
0.9825889659561704,0.9870131151545036,0.072,185.6,1.0926724137931034,464.0,0.5,0.5,0.5,1.0,0.0844343966383717,55,M1_heal_only,13
0.9660398716900704,0.9852403766554588,0.206,158.8,1.0503778337531486,397.0,0.5,0.5,0.5,1.0,0.10667919819798,55,M2_bridge_drop,13
0.9660398716900704,0.9852403766554588,0.206,158.8,1.0503778337531486,397.0,0.5,0.5,0.5,1.0,0.10667919819798,55,M3_no_heal_bonus,13
0.9829581399886708,0.9829581399886708,0.0,500.0,0.578,500.0,0.5,0.5,0.5,1.0,0.0804063152027331,55,M5_no_brand_safety,13
0.8688296535817306,0.9949716550857411,0.39,122.0,0.7016393442622951,305.0,0.5,0.5,0.5,1.0,0.1512617983109786,55,REF_baseline,13
0.9889034520888638,0.9889034520888638,0.0,200.0,0.544,500.0,0.5366264252179745,0.9888973384030418,0.0283048433048433,34.937389610414456,0.0835980254688521,55,M4_full_no_decay,13
0.9838244180842386,0.983860453514278,0.006,198.8,0.6257545271629779,497.0,0.5,0.5,0.5,1.0,0.0860794003080072,56,M0_bridge_intercept,14
0.9888582879034268,0.9892893217676948,0.05,190.0,1.1431578947368422,475.0,0.5,0.5,0.5,1.0,0.0886887839185052,56,M1_heal_only,14
0.9843968695283054,0.987793250285214,0.214,157.20000000000002,1.1526717557251909,393.0,0.5,0.5,0.5,1.0,0.1048502213746937,56,M2_bridge_drop,14
0.9843968695283054,0.987793250285214,0.214,157.20000000000002,1.1526717557251909,393.0,0.5,0.5,0.5,1.0,0.1048502213746937,56,M3_no_heal_bonus,14
0.9838244180842386,0.983860453514278,0.006,497.0,0.6257545271629779,497.0,0.5,0.5,0.5,1.0,0.0860794003080072,56,M5_no_brand_safety,14
0.9779903213425544,0.986311221085331,0.408,118.4,0.8783783783783784,296.0,0.5,0.5,0.5,1.0,0.1312112437112437,56,REF_baseline,14
0.979168593403552,0.979168593403552,0.0,200.0,0.542,500.0,0.5416364855801475,0.9826898326898328,0.0616666666666666,15.935510800375669,0.0942541360273713,56,M4_full_no_decay,14
0.9826434086639948,0.9827318094589804,0.006,198.8,0.5855130784708249,497.0,0.5,0.5,0.5,1.0,0.0661121245763308,57,M0_bridge_intercept,15
0.9944852349930408,0.995727117482631,0.074,185.2,1.1598272138228942,463.0,0.5,0.5,0.5,1.0,0.0726642567895267,57,M1_heal_only,15
0.9790391273542696,0.9892122237058346,0.232,153.60000000000002,1.28125,384.0,0.5,0.5,0.5,1.0,0.0929886218951663,57,M2_bridge_drop,15
