Step,Polarization,Revenue,Churn_Rate,Avg_Frustration,Active_Users,Run,Bridge
94,0.9906554508079947,50.0,0.375,2.12,125,0,False
95,0.9907760885695328,48.800000000000004,0.39,1.7540983606557377,122,0,False
96,0.9814455453414341,48.800000000000004,0.39,1.7377049180327868,122,0,False
97,0.9859924148985566,48.400000000000006,0.395,1.5702479338842976,121,0,False
98,0.9891879591681758,48.400000000000006,0.395,1.5537190082644627,121,0,False
99,0.9945739445450223,48.400000000000006,0.395,1.578512396694215,121,0,False
100,0.9984638130590406,48.400000000000006,0.395,1.677685950413223,121,0,False
101,0.9996476465392299,48.400000000000006,0.395,1.56198347107438,121,0,False
102,0.994177032461429,48.400000000000006,0.395,1.7520661157024793,121,0,False
103,0.9911331385741665,48.0,0.4,1.55,120,0,False
104,0.9876873727349529,48.0,0.4,1.6,120,0,False
105,0.9838774006815196,47.6,0.405,1.596638655462185,119,0,False
106,0.9874133917896513,47.2,0.41,1.5423728813559323,118,0,False
107,0.9883963037261861,47.2,0.41,1.6101694915254237,118,0,False
108,0.984021835712161,47.2,0.41,1.6271186440677967,118,0,False
109,0.9848670993038751,47.2,0.41,1.6101694915254237,118,0,False
110,0.9831820311047685,47.2,0.41,1.6101694915254237,118,0,False
111,0.9832537412782538,47.2,0.41,1.6779661016949152,118,0,False
112,0.9817795789056233,47.2,0.41,1.6694915254237288,118,0,False
113,0.9891456547685623,47.2,0.41,1.6440677966101696,118,0,False
114,0.9914721777688146,47.2,0.41,1.7033898305084745,118,0,False
115,0.9864188933796646,47.2,0.41,1.6355932203389831,118,0,False
116,0.9902124422434777,47.2,0.41,1.6779661016949152,118,0,False
117,0.9935902694027596,47.2,0.41,1.7372881355932204,118,0,False
118,0.9937542413123016,47.2,0.41,1.694915254237288,118,0,False
119,0.9974012644188722,47.2,0.41,1.6355932203389831,118,0,False
120,0.9990327514726516,47.2,0.41,1.771186440677966,118,0,False
121,0.9986644276066127,46.800000000000004,0.415,1.7606837606837606,117,0,False
122,0.9990843580321416,46.800000000000004,0.415,1.735042735042735,117,0,False
123,0.9951884017417765,46.400000000000006,0.42,1.6293103448275863,116,0,False
124,0.9954406986982548,46.400000000000006,0.42,1.6810344827586208,116,0,False
125,0.9971536252959188,46.400000000000006,0.42,1.6810344827586208,116,0,False
126,0.9974878797602524,46.0,0.425,1.5217391304347827,115,0,False
127,0.9984859771651812,46.0,0.425,1.5130434782608695,115,0,False
128,0.9993254421377595,46.0,0.425,1.4782608695652173,115,0,False
129,0.9955589901279039,46.0,0.425,1.4869565217391305,115,0,False
130,0.9955339890480094,46.0,0.425,1.5739130434782609,115,0,False
131,0.9970995650173538,46.0,0.425,1.5043478260869565,115,0,False
132,0.9989069650490148,46.0,0.425,1.5739130434782609,115,0,False
133,0.9990531922190727,46.0,0.425,1.5565217391304347,115,0,False
134,0.9955079473644037,46.0,0.425,1.6608695652173913,115,0,False
135,0.9953457562566848,45.6,0.43,1.5964912280701755,114,0,False
136,0.9970907164175942,45.6,0.43,1.5087719298245614,114,0,False
137,0.9926622727484821,45.6,0.43,1.5,114,0,False
138,0.9953855160920173,45.6,0.43,1.412280701754386,114,0,False
139,0.9939165678428313,45.6,0.43,1.3859649122807018,114,0,False
140,0.9930926088724051,45.6,0.43,1.3771929824561404,114,0,False
141,0.987404074695509,45.6,0.43,1.368421052631579,114,0,False
142,0.9910984659228939,45.6,0.43,1.4649122807017543,114,0,False
143,0.9871404772935687,45.6,0.43,1.5087719298245614,114,0,False
144,0.9860825064833302,45.6,0.43,1.543859649122807,114,0,False
145,0.9857053772651319,45.6,0.43,1.631578947368421,114,0,False
146,0.9888862870621944,45.6,0.43,1.5789473684210527,114,0,False
147,0.9926756378257364,45.2,0.435,1.407079646017699,113,0,False
148,0.9841552246813432,45.2,0.435,1.4336283185840708,113,0,False
149,0.98950069115833,45.2,0.435,1.415929203539823,113,0,False
150,0.9919975487524672,45.2,0.435,1.415929203539823,113,0,False
151,0.9924448122247003,45.2,0.435,1.5486725663716814,113,0,False
152,0.9947404623300649,45.2,0.435,1.4867256637168142,113,0,False
153,0.9889383854665955,45.2,0.435,1.4778761061946903,113,0,False
154,0.9939707614474756,44.800000000000004,0.44,1.3035714285714286,112,0,False
155,0.9979545874293224,44.800000000000004,0.44,1.2410714285714286,112,0,False
156,0.9985411690675182,44.800000000000004,0.44,1.3571428571428572,112,0,False
157,0.9985639779862668,44.800000000000004,0.44,1.4375,112,0,False
158,0.9943693070638033,44.800000000000004,0.44,1.5446428571428572,112,0,False
159,0.9882063929299427,44.800000000000004,0.44,1.5,112,0,False
160,0.9875209104242128,44.800000000000004,0.44,1.5,112,0,False
161,0.9874263737746148,44.800000000000004,0.44,1.4196428571428572,112,0,False
162,0.9875795280500651,44.800000000000004,0.44,1.375,112,0,False
163,0.9921507402723986,44.800000000000004,0.44,1.4285714285714286,112,0,False
164,0.994932497525859,44.800000000000004,0.44,1.375,112,0,False
165,0.9929107904525922,44.400000000000006,0.445,1.3153153153153154,111,0,False
166,0.9874534631072768,44.400000000000006,0.445,1.2252252252252251,111,0,False
167,0.9812988841207448,44.400000000000006,0.445,1.2882882882882882,111,0,False
168,0.982460305055769,44.400000000000006,0.445,1.2522522522522523,111,0,False
169,0.9787047802992895,44.400000000000006,0.445,1.4054054054054055,111,0,False
170,0.9665688000281171,44.400000000000006,0.445,1.4504504504504505,111,0,False
171,0.9612678373308491,44.400000000000006,0.445,1.4054054054054055,111,0,False
172,0.9726716290636155,44.400000000000006,0.445,1.4684684684684686,111,0,False
173,0.9776216047306456,44.400000000000006,0.445,1.4774774774774775,111,0,False
174,0.9794620360689191,44.400000000000006,0.445,1.4504504504504505,111,0,False
175,0.9815655430573944,44.0,0.45,1.3181818181818181,110,0,False
176,0.9865513848506552,44.0,0.45,1.2818181818181817,110,0,False
177,0.9875626643539137,44.0,0.45,1.2636363636363637,110,0,False
178,0.9867650612274882,44.0,0.45,1.2818181818181817,110,0,False
179,0.9875498971445223,44.0,0.45,1.2545454545454546,110,0,False
180,0.978752514289436,43.6,0.455,1.1192660550458715,109,0,False
181,0.975060980176871,43.6,0.455,1.1559633027522935,109,0,False
182,0.9827403805271396,43.6,0.455,1.1743119266055047,109,0,False
183,0.9860549030957495,43.6,0.455,1.1926605504587156,109,0,False
184,0.9880770013846574,43.6,0.455,1.0825688073394495,109,0,False
185,0.9839345418918685,43.6,0.455,1.110091743119266,109,0,False
186,0.9873749504804167,43.6,0.455,1.128440366972477,109,0,False
187,0.9913293798999,43.6,0.455,1.18348623853211,109,0,False
188,0.9862206103798765,43.6,0.455,1.2568807339449541,109,0,False
189,0.9870995990767552,43.6,0.455,1.238532110091743,109,0,False
190,0.9887675301493495,43.6,0.455,1.1376146788990826,109,0,False
191,0.9870949023460565,43.6,0.455,1.128440366972477,109,0,False
192,0.9881708570488694,43.6,0.455,1.091743119266055,109,0,False
193,0.9850152850477729,43.6,0.455,1.1192660550458715,109,0,False
194,0.9869128333913222,43.6,0.455,1.1559633027522935,109,0,False
195,0.9869229989817253,43.6,0.455,1.1009174311926606,109,0,False
196,0.989113576022132,43.6,0.455,1.055045871559633,109,0,False
197,0.9883280132833395,43.6,0.455,1.201834862385321,109,0,False
198,0.9882487665994155,43.6,0.455,1.1926605504587156,109,0,False
199,0.9895393034663329,43.6,0.455,1.1376146788990826,109,0,False
200,0.9887268328900922,43.6,0.455,1.1559633027522935,109,0,False
0,0.7348305210757876,80.0,0.0,0.0,200,1,False
1,0.8159385095764115,80.0,0.0,0.455,200,1,False
2,0.873347443956581,80.0,0.0,0.745,200,1,False
3,0.9114201251610876,80.0,0.0,0.98,200,1,False
4,0.9468208086125278,80.0,0.0,1.24,200,1,False
5,0.965699929690378,80.0,0.0,1.505,200,1,False
6,0.9708979219809971,80.0,0.0,1.685,200,1,False
7,0.9811782848398197,80.0,0.0,2.03,200,1,False
8,0.9845805328438636,80.0,0.0,2.365,200,1,False
9,0.9942684691393303,80.0,0.0,2.585,200,1,False
10,0.9980817716186139,80.0,0.0,2.815,200,1,False
11,0.9965083583094777,80.0,0.0,3.07,200,1,False
12,0.9966175692709368,80.0,0.0,3.325,200,1,False
13,0.9952441735820932,80.0,0.0,3.505,200,1,False
14,0.9931837269638719,80.0,0.0,3.77,200,1,False
15,0.99781005650201,80.0,0.0,3.88,200,1,False
16,0.9966272030724399,74.4,0.07,3.2419354838709675,186,1,False
17,0.9981631501663062,74.0,0.075,3.2432432432432434,185,1,False
18,0.9991622804908835,74.0,0.075,3.3945945945945946,185,1,False
19,0.994464841365432,74.0,0.075,3.572972972972973,185,1,False
20,0.9920237522722942,73.2,0.085,3.5027322404371586,183,1,False
21,0.9932204068962732,73.2,0.085,3.557377049180328,183,1,False
22,0.9947567249333515,72.8,0.09,3.659340659340659,182,1,False
23,0.9948007160909611,72.4,0.095,3.712707182320442,181,1,False
24,0.9975566793820021,70.4,0.12,3.5454545454545454,176,1,False
25,0.9989542158914083,70.4,0.12,3.710227272727273,176,1,False
26,0.9967323598243218,69.2,0.135,3.5260115606936417,173,1,False
27,0.998158781051992,68.8,0.14,3.494186046511628,172,1,False
28,0.9964844394774133,68.4,0.145,3.4678362573099415,171,1,False
29,0.9976932712024578,68.0,0.15,3.4705882352941178,170,1,False
30,0.9983241642712404,66.8,0.165,3.317365269461078,167,1,False
31,0.9980726885177755,66.4,0.17,3.3734939759036147,166,1,False
32,0.9977753031063422,66.0,0.175,3.3333333333333335,165,1,False
33,0.9984745035611745,65.2,0.185,3.1779141104294477,163,1,False
34,0.9976632549198143,64.4,0.195,2.981366459627329,161,1,False
35,0.998044963916957,64.0,0.2,3.0,160,1,False
36,0.9971116756105298,63.2,0.21,2.867088607594937,158,1,False
37,0.9971116756105298,63.2,0.21,2.8544303797468356,158,1,False
38,0.9971116756105298,63.2,0.21,2.9050632911392404,158,1,False
39,0.9965659727698306,62.800000000000004,0.215,2.789808917197452,157,1,False
40,0.9965659727698306,62.800000000000004,0.215,2.732484076433121,157,1,False
41,0.9965659727698306,62.800000000000004,0.215,2.78343949044586,157,1,False
42,0.9953063626155816,62.0,0.225,2.664516129032258,155,1,False
43,0.9953063626155816,62.0,0.225,2.7548387096774194,155,1,False
44,0.9945881557686128,61.6,0.23,2.642857142857143,154,1,False
45,0.9945881557686128,61.6,0.23,2.668831168831169,154,1,False
46,0.9945881557686128,61.6,0.23,2.688311688311688,154,1,False
47,0.9945881557686128,61.6,0.23,2.655844155844156,154,1,False
48,0.9945881557686128,61.6,0.23,2.7532467532467533,154,1,False
49,0.9945881557686128,61.6,0.23,2.707792207792208,154,1,False
50,0.9951825521921195,61.2,0.235,2.6013071895424837,153,1,False
51,0.9951825521921195,61.2,0.235,2.7712418300653594,153,1,False
52,0.9951825521921195,61.2,0.235,2.7908496732026142,153,1,False
53,0.9951825521921195,61.2,0.235,2.718954248366013,153,1,False
54,0.9951825521921195,61.2,0.235,2.8366013071895426,153,1,False
55,0.9951825521921195,61.2,0.235,2.8823529411764706,153,1,False
56,0.9944444014574302,60.800000000000004,0.24,2.888157894736842,152,1,False
57,0.9950537732976394,60.400000000000006,0.245,2.7682119205298013,151,1,False
58,0.9950537732976394,60.400000000000006,0.245,2.8609271523178808,151,1,False
59,0.9942948366667814,60.0,0.25,2.88,150,1,False
60,0.9941391436621357,59.2,0.26,2.695945945945946,148,1,False
61,0.9941391436621357,59.2,0.26,2.6486486486486487,148,1,False
62,0.9932904625003524,58.800000000000004,0.265,2.598639455782313,147,1,False
63,0.9923709740424561,58.400000000000006,0.27,2.541095890410959,146,1,False
64,0.9913778110933192,58.0,0.275,2.3379310344827586,145,1,False
65,0.992908495065671,57.2,0.285,2.1468531468531467,143,1,False
66,0.992908495065671,57.2,0.285,2.160839160839161,143,1,False
67,0.992908495065671,57.2,0.285,2.2447552447552446,143,1,False
68,0.9919333443188175,56.800000000000004,0.29,2.3028169014084505,142,1,False
69,0.9919333443188175,56.800000000000004,0.29,2.2746478873239435,142,1,False
70,0.9919333443188175,56.800000000000004,0.29,2.316901408450704,142,1,False
71,0.9919333443188175,56.800000000000004,0.29,2.288732394366197,142,1,False
72,0.9927051464920685,56.400000000000006,0.295,2.120567375886525,141,1,False
73,0.9927051464920685,56.400000000000006,0.295,2.1702127659574466,141,1,False
74,0.9917002509604916,56.0,0.3,1.9785714285714286,140,1,False
75,0.9917002509604916,56.0,0.3,1.9214285714285715,140,1,False
76,0.9894422718085965,55.2,0.31,1.818840579710145,138,1,False
77,0.9894422718085965,55.2,0.31,1.8478260869565217,138,1,False
78,0.9894422718085965,55.2,0.31,1.7826086956521738,138,1,False
79,0.9894422718085965,55.2,0.31,1.8115942028985508,138,1,False
80,0.9903363857603871,54.800000000000004,0.315,1.7372262773722629,137,1,False
81,0.9903363857603871,54.800000000000004,0.315,1.7956204379562044,137,1,False
82,0.9912026528222864,54.400000000000006,0.32,1.5955882352941178,136,1,False
83,0.9912026528222864,54.400000000000006,0.32,1.5661764705882353,136,1,False
84,0.9900464857246591,54.0,0.325,1.4962962962962962,135,1,False
85,0.9900464857246591,54.0,0.325,1.4370370370370371,135,1,False
86,0.9900464857246591,54.0,0.325,1.4370370370370371,135,1,False
87,0.9900464857246591,54.0,0.325,1.4370370370370371,135,1,False
88,0.9900464857246591,54.0,0.325,1.4,135,1,False
89,0.9909368759819602,53.6,0.33,1.335820895522388,134,1,False
90,0.9909368759819602,53.6,0.33,1.335820895522388,134,1,False
91,0.9909368759819602,53.6,0.33,1.3208955223880596,134,1,False
92,0.989743318610788,53.2,0.335,1.2406015037593985,133,1,False
93,0.989743318610788,53.2,0.335,1.2481203007518797,133,1,False
94,0.989743318610788,53.2,0.335,1.263157894736842,133,1,False
95,0.989743318610788,53.2,0.335,1.3533834586466165,133,1,False
96,0.989743318610788,53.2,0.335,1.3383458646616542,133,1,False
97,0.989743318610788,53.2,0.335,1.413533834586466,133,1,False
98,0.989743318610788,53.2,0.335,1.3383458646616542,133,1,False
99,0.989743318610788,53.2,0.335,1.3533834586466165,133,1,False
100,0.989743318610788,53.2,0.335,1.3383458646616542,133,1,False
101,0.989743318610788,53.2,0.335,1.3383458646616542,133,1,False
102,0.989743318610788,53.2,0.335,1.3233082706766917,133,1,False
103,0.989743318610788,53.2,0.335,1.3609022556390977,133,1,False
104,0.989743318610788,53.2,0.335,1.368421052631579,133,1,False
105,0.989743318610788,53.2,0.335,1.4210526315789473,133,1,False
106,0.989743318610788,53.2,0.335,1.3759398496240602,133,1,False
107,0.989743318610788,53.2,0.335,1.406015037593985,133,1,False
108,0.989743318610788,53.2,0.335,1.3533834586466165,133,1,False
109,0.989743318610788,53.2,0.335,1.3533834586466165,133,1,False
110,0.989743318610788,53.2,0.335,1.3383458646616542,133,1,False
111,0.989743318610788,53.2,0.335,1.2781954887218046,133,1,False
112,0.989743318610788,53.2,0.335,1.300751879699248,133,1,False
113,0.9906588508046987,52.800000000000004,0.34,1.25,132,1,False
114,0.9906588508046987,52.800000000000004,0.34,1.2803030303030303,132,1,False
115,0.9906588508046987,52.800000000000004,0.34,1.2348484848484849,132,1,False
116,0.9906588508046987,52.800000000000004,0.34,1.1666666666666667,132,1,False
117,0.9906588508046987,52.800000000000004,0.34,1.1136363636363635,132,1,False
118,0.9906588508046987,52.800000000000004,0.34,1.0757575757575757,132,1,False
119,0.9906588508046987,52.800000000000004,0.34,1.106060606060606,132,1,False
120,0.9906588508046987,52.800000000000004,0.34,1.0984848484848484,132,1,False
121,0.9906588508046987,52.800000000000004,0.34,1.0606060606060606,132,1,False
122,0.9915439927407341,52.400000000000006,0.345,0.9847328244274809,131,1,False
123,0.9915439927407341,52.400000000000006,0.345,0.9923664122137404,131,1,False
124,0.9915439927407341,52.400000000000006,0.345,1.1068702290076335,131,1,False
125,0.9915439927407341,52.400000000000006,0.345,1.1145038167938932,131,1,False
126,0.9915439927407341,52.400000000000006,0.345,1.1068702290076335,131,1,False
127,0.9915439927407341,52.400000000000006,0.345,1.1526717557251909,131,1,False
128,0.9915439927407341,52.400000000000006,0.345,1.3206106870229009,131,1,False
129,0.9915439927407341,52.400000000000006,0.345,1.3129770992366412,131,1,False
130,0.9915439927407341,52.400000000000006,0.345,1.282442748091603,131,1,False
131,0.9915439927407341,52.400000000000006,0.345,1.251908396946565,131,1,False
132,0.9915439927407341,52.400000000000006,0.345,1.2442748091603053,131,1,False
133,0.9915439927407341,52.400000000000006,0.345,1.251908396946565,131,1,False
134,0.9915439927407341,52.400000000000006,0.345,1.3893129770992367,131,1,False
135,0.9915439927407341,52.400000000000006,0.345,1.4198473282442747,131,1,False
136,0.9915439927407341,52.400000000000006,0.345,1.366412213740458,131,1,False
137,0.9915439927407341,52.400000000000006,0.345,1.3587786259541985,131,1,False
138,0.9915439927407341,52.400000000000006,0.345,1.381679389312977,131,1,False
139,0.9915439927407341,52.400000000000006,0.345,1.3969465648854962,131,1,False
140,0.9915439927407341,52.400000000000006,0.345,1.3587786259541985,131,1,False
141,0.9923971337150852,52.0,0.35,1.2307692307692308,130,1,False
142,0.9923971337150852,52.0,0.35,1.2846153846153847,130,1,False
143,0.9923971337150852,52.0,0.35,1.2615384615384615,130,1,False
144,0.9923971337150852,52.0,0.35,1.2769230769230768,130,1,False
145,0.9923971337150852,52.0,0.35,1.2923076923076924,130,1,False
146,0.9923971337150852,52.0,0.35,1.2692307692307692,130,1,False
147,0.9912785961640789,51.6,0.355,1.1317829457364341,129,1,False
148,0.9912785961640789,51.6,0.355,1.1162790697674418,129,1,False
149,0.9912785961640789,51.6,0.355,1.1085271317829457,129,1,False
150,0.9912785961640789,51.6,0.355,1.0775193798449612,129,1,False
151,0.9912785961640789,51.6,0.355,1.0310077519379846,129,1,False
152,0.9912785961640789,51.6,0.355,1.1472868217054264,129,1,False
153,0.9912785961640789,51.6,0.355,1.1085271317829457,129,1,False
154,0.9912785961640789,51.6,0.355,1.0775193798449612,129,1,False
155,0.9912785961640789,51.6,0.355,1.054263565891473,129,1,False
156,0.9912785961640789,51.6,0.355,1.0465116279069768,129,1,False
157,0.9912785961640789,51.6,0.355,1.0155038759689923,129,1,False
158,0.9912785961640789,51.6,0.355,1.0310077519379846,129,1,False
159,0.9912785961640789,51.6,0.355,1.1162790697674418,129,1,False
160,0.9912785961640789,51.6,0.355,1.1472868217054264,129,1,False
161,0.9912785961640789,51.6,0.355,1.255813953488372,129,1,False
162,0.9912785961640789,51.6,0.355,1.2170542635658914,129,1,False
163,0.9900629320275555,51.2,0.36,1.1171875,128,1,False
164,0.9900629320275555,51.2,0.36,1.09375,128,1,False
165,0.9900629320275555,51.2,0.36,1.109375,128,1,False
166,0.9900629320275555,51.2,0.36,1.0546875,128,1,False
167,0.9900629320275555,51.2,0.36,1.140625,128,1,False
168,0.9910004864599848,50.800000000000004,0.365,1.0393700787401574,127,1,False
169,0.9910004864599848,50.800000000000004,0.365,0.937007874015748,127,1,False
170,0.9910004864599848,50.800000000000004,0.365,0.984251968503937,127,1,False
171,0.9919047492043169,50.400000000000006,0.37,0.8809523809523809,126,1,False
172,0.9907088371464136,50.0,0.375,0.784,125,1,False
173,0.9907088371464136,50.0,0.375,0.8,125,1,False
174,0.9907088371464136,50.0,0.375,0.848,125,1,False
175,0.9907088371464136,50.0,0.375,0.832,125,1,False
176,0.9907088371464136,50.0,0.375,0.856,125,1,False
177,0.9907088371464136,50.0,0.375,0.856,125,1,False
178,0.9907088371464136,50.0,0.375,0.76,125,1,False
179,0.9907088371464136,50.0,0.375,0.808,125,1,False
180,0.9907088371464136,50.0,0.375,0.896,125,1,False
181,0.9907088371464136,50.0,0.375,0.8,125,1,False
182,0.9907088371464136,50.0,0.375,0.864,125,1,False
183,0.9907088371464136,50.0,0.375,0.824,125,1,False
184,0.9907088371464136,50.0,0.375,0.784,125,1,False
185,0.9907088371464136,50.0,0.375,0.768,125,1,False
186,0.9907088371464136,50.0,0.375,0.744,125,1,False
187,0.9907088371464136,50.0,0.375,0.712,125,1,False
188,0.9907088371464136,50.0,0.375,0.736,125,1,False
189,0.9907088371464136,50.0,0.375,0.752,125,1,False
190,0.9907088371464136,50.0,0.375,0.736,125,1,False
191,0.9907088371464136,50.0,0.375,0.696,125,1,False
192,0.9907088371464136,50.0,0.375,0.696,125,1,False
193,0.9907088371464136,50.0,0.375,0.736,125,1,False
194,0.9907088371464136,50.0,0.375,0.728,125,1,False
195,0.9907088371464136,50.0,0.375,0.696,125,1,False
196,0.9907088371464136,50.0,0.375,0.648,125,1,False
197,0.9907088371464136,50.0,0.375,0.552,125,1,False
198,0.9907088371464136,50.0,0.375,0.624,125,1,False
199,0.9907088371464136,50.0,0.375,0.536,125,1,False
200,0.9907088371464136,50.0,0.375,0.552,125,1,False
0,0.7047587356207927,80.0,0.0,0.0,200,2,False
1,0.7908910921696225,80.0,0.0,0.46,200,2,False
2,0.8626351638669109,80.0,0.0,0.725,200,2,False
3,0.903610714684018,80.0,0.0,0.93,200,2,False
4,0.9275089180665417,80.0,0.0,1.18,200,2,False
5,0.9364937179657531,80.0,0.0,1.415,200,2,False
6,0.9584838446381776,80.0,0.0,1.65,200,2,False
7,0.971998905806859,80.0,0.0,1.87,200,2,False
8,0.9715748982018897,80.0,0.0,2.06,200,2,False
9,0.9698131795955112,80.0,0.0,2.305,200,2,False
10,0.978067583205344,80.0,0.0,2.565,200,2,False
